document	threshold	run	accuracy	solution
D007	1.25	2.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	3.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	4.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	5.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	6.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	7.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	8.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	9.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.25	10.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	1.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	2.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	3.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	4.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	5.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	6.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	7.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	8.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	9.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D007	1.5	10.0	0.739130434783	0 1 2 14 15 16 17 18 3 4 5 6 8 9 10 11 12 7 13 19 20 21 22 23
D003	0.25	1.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	2.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	3.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	4.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	5.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	6.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	7.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	8.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	9.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.25	10.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.5	1.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.5	2.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.5	3.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.5	4.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.5	5.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.5	6.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.5	7.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.5	8.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.5	9.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.5	10.0	0.95652173913	23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
D003	0.75	1.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	0.75	2.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	0.75	3.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	0.75	4.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	0.75	5.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	0.75	6.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	0.75	7.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	0.75	8.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	0.75	9.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	0.75	10.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	1.0	1.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	1.0	2.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	1.0	3.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	1.0	4.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	1.0	5.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	1.0	6.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	1.0	7.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	1.0	8.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	1.0	9.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	1.0	10.0	0.95652173913	22 23 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D003	1.25	1.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.25	2.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.25	3.0	0.869565217391	0 1 2 3 4 5 6 7 9 10 8 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.25	4.0	0.869565217391	0 1 2 3 4 5 6 7 9 10 8 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.25	5.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.25	6.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.25	7.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.25	8.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.25	9.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.25	10.0	0.869565217391	0 1 2 3 4 5 6 7 9 10 8 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.5	1.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.5	2.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.5	3.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.5	4.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.5	5.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.5	6.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.5	7.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.5	8.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.5	9.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D003	1.5	10.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
D005	0.25	1.0	0.809523809524	16 17 18 19 20 21 0 1 2 8 9 10 11 12 3 4 5 6 7 13 14 15
D005	0.25	2.0	0.809523809524	16 17 18 19 20 21 0 1 2 8 9 10 11 12 3 4 5 6 7 13 14 15
D005	0.25	3.0	0.809523809524	16 17 18 19 20 21 0 1 2 8 9 10 11 12 3 4 5 6 7 13 14 15
D005	0.25	4.0	0.809523809524	16 17 18 19 20 21 0 1 2 8 9 10 11 12 3 4 5 6 7 13 14 15
D005	0.25	5.0	0.809523809524	16 17 18 19 20 21 0 1 2 8 9 10 11 12 3 4 5 6 7 13 14 15
D005	0.25	6.0	0.809523809524	16 17 18 19 20 21 0 1 2 8 9 10 11 12 3 4 5 6 7 13 14 15
D005	0.25	7.0	0.809523809524	16 17 18 19 20 21 0 1 2 8 9 10 11 12 3 4 5 6 7 13 14 15
D005	0.25	8.0	0.809523809524	16 17 18 19 20 21 0 1 2 8 9 10 11 12 3 4 5 6 7 13 14 15
D005	0.25	9.0	0.809523809524	16 17 18 19 20 21 0 1 2 8 9 10 11 12 3 4 5 6 7 13 14 15
D005	0.25	10.0	0.809523809524	16 17 18 19 20 21 0 1 2 8 9 10 11 12 3 4 5 6 7 13 14 15
D005	0.5	1.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.5	2.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.5	3.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.5	4.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.5	5.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.5	6.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.5	7.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.5	8.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.5	9.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.5	10.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.75	1.0	0.857142857143	0 3 4 1 2 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.75	2.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.75	3.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.75	4.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.75	5.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.75	6.0	0.857142857143	0 3 4 1 2 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.75	7.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.75	8.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.75	9.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	0.75	10.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.0	1.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.0	2.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.0	3.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.0	4.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.0	5.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.0	6.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.0	7.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.0	8.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.0	9.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.0	10.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.25	1.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.25	2.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.25	3.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.25	4.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.25	5.0	0.857142857143	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 18 20 21
D005	1.25	6.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.25	7.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.25	8.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.25	9.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.25	10.0	1.0	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
D005	1.5	1.0	0.857142857143	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 18 20 21
D005	1.5	2.0	0.857142857143	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 18 20 21
D005	1.5	3.0	0.857142857143	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 18 20 21
D005	1.5	4.0	0.857142857143	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 18 20 21
D005	1.5	5.0	0.857142857143	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 18 20 21
D005	1.5	6.0	0.857142857143	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 18 20 21
D005	1.5	7.0	0.857142857143	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 18 20 21
D005	1.5	8.0	0.857142857143	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 18 20 21
D005	1.5	9.0	0.857142857143	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 18 20 21
D005	1.5	10.0	0.857142857143	0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 18 20 21
D006	0.25	1.0	0.954545454545	3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 0 1 2
D006	0.25	2.0	0.954545454545	3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 0 1 2
D006	0.25	3.0	0.954545454545	2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 0 1
D006	0.25	4.0	0.954545454545	3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 0 1 2
D006	0.25	5.0	0.954545454545	3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 0 1 2
D006	0.25	6.0	0.954545454545	2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 0 1
D006	0.25	7.0	0.954545454545	2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 0 1
D006	0.25	8.0	0.909090909091	0 1 15 16 17 18 19 20 21 22 2 3 4 5 6 7 8 9 10 11 12 13 14
D006	0.25	9.0	0.954545454545	2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 0 1
D006	0.25	10.0	0.954545454545	2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 0 1
D006	0.5	1.0	0.863636363636	0 1 2 3 4 5 6 7 9 10 11 12 13 8 14 15 16 17 18 19 20 21 22
D006	0.5	2.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	0.5	3.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	0.5	4.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	0.5	5.0	0.863636363636	0 1 2 3 4 5 6 7 9 10 11 12 13 8 14 15 16 17 18 19 20 21 22
D006	0.5	6.0	0.863636363636	0 1 2 3 4 5 6 7 9 10 11 12 13 8 14 15 16 17 18 19 20 21 22
D006	0.5	7.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	0.5	8.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	0.5	9.0	0.863636363636	0 1 2 3 4 5 6 7 9 10 11 12 13 8 14 15 16 17 18 19 20 21 22
D006	0.5	10.0	0.863636363636	0 1 2 3 4 5 6 7 9 10 11 12 13 8 14 15 16 17 18 19 20 21 22
D006	0.75	1.0	0.863636363636	0 1 2 3 4 5 6 7 8 14 9 10 11 12 13 15 16 17 18 19 20 21 22
D006	0.75	2.0	0.863636363636	0 1 2 3 4 5 6 7 8 14 9 10 11 12 13 15 16 17 18 19 20 21 22
D006	0.75	3.0	0.863636363636	0 1 2 3 4 5 6 7 8 14 9 10 11 12 13 15 16 17 18 19 20 21 22
D006	0.75	4.0	0.863636363636	0 1 2 3 4 5 6 7 8 14 9 10 11 12 13 15 16 17 18 19 20 21 22
D006	0.75	5.0	0.863636363636	0 1 2 3 4 5 6 7 8 14 9 10 11 12 13 15 16 17 18 19 20 21 22
D006	0.75	6.0	0.863636363636	0 1 2 3 4 5 6 7 8 14 9 10 11 12 13 15 16 17 18 19 20 21 22
D006	0.75	7.0	0.863636363636	0 1 2 3 4 5 6 7 8 14 9 10 11 12 13 15 16 17 18 19 20 21 22
D006	0.75	8.0	0.863636363636	0 1 2 3 4 5 6 7 8 14 9 10 11 12 13 15 16 17 18 19 20 21 22
D006	0.75	9.0	0.863636363636	0 1 2 3 4 5 6 7 8 14 9 10 11 12 13 15 16 17 18 19 20 21 22
D006	0.75	10.0	0.863636363636	0 1 2 3 4 5 6 7 8 14 9 10 11 12 13 15 16 17 18 19 20 21 22
D006	1.0	1.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.0	2.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.0	3.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.0	4.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.0	5.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.0	6.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.0	7.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.0	8.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.0	9.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.0	10.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.25	1.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.25	2.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.25	3.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.25	4.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.25	5.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.25	6.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.25	7.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.25	8.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.25	9.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.25	10.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.5	1.0	0.772727272727	0 1 8 14 15 16 17 18 19 2 3 4 5 6 7 9 10 11 12 13 20 21 22
D006	1.5	2.0	0.772727272727	0 1 8 14 15 16 17 18 19 2 3 4 5 6 7 9 10 11 12 13 20 21 22
D006	1.5	3.0	0.772727272727	0 1 8 14 15 16 17 18 19 2 3 4 5 6 7 9 10 11 12 13 20 21 22
D006	1.5	4.0	0.772727272727	0 1 10 11 12 13 2 3 4 5 6 7 9 8 14 15 16 17 18 19 20 21 22
D006	1.5	5.0	0.772727272727	0 1 10 11 12 13 2 3 4 5 6 7 9 8 14 15 16 17 18 19 20 21 22
D006	1.5	6.0	0.818181818182	0 1 8 14 15 16 17 18 19 20 21 22 2 3 4 5 6 7 9 10 11 12 13
D006	1.5	7.0	0.772727272727	0 1 8 14 15 16 17 18 19 2 3 4 5 6 7 9 10 11 12 13 20 21 22
D006	1.5	8.0	0.772727272727	0 1 8 14 15 16 17 18 19 2 3 4 5 6 7 9 10 11 12 13 20 21 22
D006	1.5	9.0	0.772727272727	0 1 8 14 15 16 17 18 19 2 3 4 5 6 7 9 10 11 12 13 20 21 22
D006	1.5	10.0	0.772727272727	0 1 8 14 15 16 17 18 19 2 3 4 5 6 7 9 10 11 12 13 20 21 22
